carat,cut,color,clarity,depth,table,x,y,z,price
0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1280.0
0.71,Ideal,D,SI1,60.8,57.0,5.75,5.78,3.5,3502.0
0.81,Ideal,I,VS2,61.8,56.0,6.02,5.99,3.71,2939.0
0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,548.0
0.41,Ideal,D,VS1,61.2,57.0,4.77,4.81,2.93,1018.0
1.04,Premium,G,VVS2,61.8,58.0,6.47,6.51,4.01,7953.0
0.61,Good,F,VS1,60.6,60.3,5.46,5.51,3.32,2120.0
0.71,Ideal,E,VS1,62.1,53.0,5.76,5.73,3.57,2963.0
0.5,Ideal,D,VS1,63.0,57.0,5.06,5.0,3.17,1571.0
0.3,Good,H,SI1,63.4,58.0,4.21,4.24,2.68,421.0
0.33,Ideal,G,VVS1,62.3,55.0,4.44,4.42,2.76,1040.0
1.01,Premium,F,SI1,62.6,58.0,6.37,6.32,3.97,5202.0
0.53,Very Good,D,SI1,60.9,59.0,5.18,5.2,3.16,1415.0
1.5,Premium,I,VS2,62.3,59.0,7.24,7.3,4.53,8431.0
1.01,Good,H,SI1,63.1,60.0,6.37,6.41,,4432.0
0.5,Ideal,F,VS2,62.9,55.0,5.1,5.07,3.2,1654.0
0.9,Premium,D,VS1,61.2,58.0,6.27,6.25,3.83,6441.0
1.02,Good,D,SI1,57.2,54.0,6.66,6.62,3.8,5198.0
0.36,Ideal,E,VS2,60.7,56.0,4.63,4.65,2.82,738.0
0.56,Very Good,D,VS1,60.8,60.0,5.32,5.34,3.24,2188.0
0.53,Ideal,H,SI1,62.0,54.0,5.17,5.22,3.22,1205.0
0.55,Very Good,E,SI1,63.2,58.0,5.21,5.23,3.3,1381.0
0.41,Very Good,I,VVS2,59.9,57.0,4.87,4.91,2.93,1024.0
0.7,Good,F,VS1,62.8,61.0,5.57,5.61,3.51,2810.0
0.72,Ideal,D,SI2,62.3,57.0,5.75,5.8,3.6,2435.0
0.31,Ideal,D,SI1,63.0,54.0,4.35,4.32,2.73,732.0
1.56,Premium,D,SI1,62.6,58.0,7.36,7.44,4.63,12226.0
0.51,Ideal,E,VS2,61.5,57.0,5.09,5.12,3.14,1656.0
1.12,Premium,I,SI1,60.6,60.0,6.77,6.73,4.09,4390.0
1.24,Ideal,I,SI1,62.1,56.0,6.84,6.88,4.26,5797.0
1.25,Very Good,H,SI2,,57.0,6.73,6.65,4.25,4060.0
1.0,Very Good,H,SI1,63.6,54.0,6.33,6.37,4.04,4467.0
1.01,Good,F,VS2,63.1,60.0,6.36,6.39,4.02,6416.0
0.31,Ideal,G,SI2,61.7,56.0,4.34,4.38,2.69,408.0
1.06,Premium,G,VS1,62.2,55.0,6.58,6.51,4.07,6853.0
0.71,Ideal,H,SI1,60.7,59.0,5.75,5.81,3.51,2328.0
0.53,Very Good,G,VS2,60.1,59.0,5.22,5.26,3.15,1449.0
1.05,Premium,G,VS2,61.8,58.0,6.59,6.52,4.05,6181.0
0.42,Premium,G,VVS1,60.2,59.0,4.82,4.84,2.91,1179.0
0.53,Good,E,SI2,63.4,56.0,5.16,5.18,3.28,1141.0
0.36,Ideal,H,VS2,61.0,55.0,4.59,4.62,2.81,587.0
1.13,Very Good,F,SI2,62.3,59.0,6.65,6.68,4.15,4282.0
0.59,Premium,H,SI1,61.9,59.0,5.43,5.34,3.33,1265.0
1.01,Good,E,SI2,58.5,61.0,6.51,6.55,3.82,4506.0
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,520.0
1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,4468.0
0.5,Ideal,E,VS1,62.2,56.0,5.1,5.13,3.18,1619.0
1.03,Ideal,F,IF,61.3,56.0,6.53,6.55,4.01,11365.0
1.54,Ideal,J,VS1,62.2,59.0,7.34,7.38,4.58,8848.0
1.01,Very Good,E,SI2,,58.0,6.45,6.49,3.94,4566.0
1.64,Premium,I,SI2,61.3,58.0,7.58,7.62,4.66,8587.0
0.33,Premium,D,VS2,60.8,60.0,4.52,4.46,2.73,762.0
0.73,Ideal,F,SI2,61.7,57.0,5.78,5.82,3.58,2087.0
0.83,Very Good,F,SI1,,58.0,5.97,6.01,3.71,3322.0
0.31,Ideal,D,SI1,62.2,54.0,4.36,4.39,2.72,565.0
0.71,Ideal,G,VS1,61.0,57.0,5.77,5.74,3.51,2686.0
0.3,Ideal,F,VS2,60.4,56.0,4.37,4.34,2.63,776.0
0.41,Good,E,SI1,59.5,62.0,4.85,4.87,2.89,760.0
1.16,Ideal,G,VS2,62.5,56.0,6.67,6.73,4.19,7451.0
0.53,Ideal,H,VS1,62.3,54.0,5.18,5.22,3.24,1449.0
1.02,Very Good,E,VS2,63.3,57.0,6.37,6.43,4.05,6582.0
0.51,Ideal,E,SI1,61.3,55.0,5.17,5.11,3.15,1546.0
0.54,Premium,G,SI1,61.7,59.0,5.2,5.17,3.2,1389.0
0.3,Ideal,I,VS1,62.5,54.0,4.29,4.32,2.69,473.0
0.52,Ideal,F,VVS1,62.0,54.0,5.16,5.19,3.2,2388.0
0.34,Ideal,H,VS2,60.4,57.0,4.54,4.57,2.75,555.0
1.02,Premium,E,VVS1,61.5,59.0,6.46,6.41,3.96,11163.0
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,2986.0
0.48,Ideal,G,VVS2,62.0,57.0,5.01,5.04,3.11,1574.0
0.5,Premium,G,VS1,62.2,59.0,5.04,5.09,3.15,1624.0
1.07,Ideal,G,SI1,61.7,54.0,6.59,6.61,4.07,5532.0
1.5,Very Good,E,SI2,62.7,59.0,7.22,7.3,4.55,8167.0
0.76,Premium,F,SI1,60.3,58.0,5.91,5.96,3.58,2607.0
0.31,Ideal,E,VS2,61.5,56.0,4.34,4.37,2.68,680.0
1.67,Premium,H,SI2,61.6,57.0,7.66,7.61,4.7,9625.0
0.71,Premium,E,SI1,62.2,58.0,5.74,5.67,3.55,2743.0
0.33,Premium,H,VVS2,61.6,58.0,4.42,4.45,2.73,666.0
2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,12492.0
0.53,Good,E,SI2,57.9,58.0,5.34,5.39,3.11,1140.0
0.41,Ideal,F,VS2,61.8,56.0,4.76,4.79,2.95,863.0
0.51,Premium,H,SI1,61.6,56.0,5.19,5.14,3.18,1250.0
0.7,Premium,F,SI1,59.4,59.0,5.8,5.75,3.43,2596.0
0.55,Premium,F,VS2,59.7,58.0,5.37,5.31,3.19,1698.0
0.71,Premium,G,SI2,60.8,59.0,5.7,5.74,3.48,2913.0
0.9,Ideal,G,VS2,62.7,56.0,6.25,6.15,3.89,4133.0
2.03,Premium,G,VS2,59.6,60.0,8.27,8.21,4.91,18680.0
0.74,Good,E,VS2,63.5,56.0,5.75,5.8,3.67,3163.0
0.41,Ideal,F,VVS1,61.6,55.0,4.79,4.82,2.96,1196.0
0.4,Good,D,SI2,63.8,54.0,4.7,4.73,3.01,622.0
0.37,Premium,E,VS2,60.2,58.0,4.65,4.68,2.81,757.0
0.73,Ideal,I,VS1,61.5,55.0,5.8,5.84,3.58,2908.0
2.33,Good,G,SI2,63.9,60.0,8.37,8.3,5.32,13242.0
1.51,Ideal,E,VS1,62.2,57.0,7.37,7.32,4.57,17649.0
1.53,Premium,G,SI1,58.4,59.0,7.62,7.55,4.43,9476.0
0.33,Ideal,E,VS2,60.6,55.0,4.48,4.5,2.72,723.0
0.72,Ideal,F,VS1,61.7,57.0,5.77,5.74,3.55,2829.0
2.01,Very Good,H,SI1,62.8,59.0,7.99,8.04,5.03,17759.0
1.2,Premium,F,VS2,61.4,58.0,6.8,6.75,4.16,6182.0
0.38,Very Good,D,SI1,58.9,61.0,4.75,4.79,2.81,733.0
0.96,Premium,I,SI2,,62.0,6.48,6.38,3.79,2454.0
0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,5484.0
0.8,Good,H,VS2,63.4,60.0,5.92,5.82,3.72,2845.0
0.34,Ideal,G,VS2,61.3,55.0,4.51,4.49,2.76,765.0
1.26,Good,G,SI1,63.2,61.0,6.81,6.87,4.32,6874.0
1.5,Premium,H,SI2,61.4,62.0,7.4,7.25,4.49,7187.0
2.01,Premium,I,SI1,60.2,59.0,8.18,8.12,4.91,17474.0
1.47,Premium,I,SI2,62.4,55.0,7.34,7.24,4.55,6742.0
0.27,Premium,E,VVS2,59.0,59.0,4.27,4.24,2.51,799.0
0.52,Premium,E,VS2,60.9,58.0,5.2,5.18,3.16,1646.0
1.0,Good,E,VS2,61.5,62.0,6.37,6.42,3.93,6073.0
0.5,Premium,G,VS1,59.8,58.0,5.15,5.19,3.09,1624.0
0.38,Very Good,F,SI2,,61.0,4.61,4.67,2.83,600.0
1.01,Good,G,VS2,63.2,64.0,6.34,6.28,3.99,5538.0
0.23,Premium,G,VVS2,58.1,59.0,4.09,4.03,2.36,550.0
0.73,Ideal,E,SI1,61.8,56.0,5.77,5.81,3.58,2728.0
0.98,Very Good,H,SI2,62.1,59.0,6.33,6.39,3.95,3731.0
1.01,Premium,G,SI2,63.0,58.0,6.34,6.29,3.98,4038.0
0.32,Premium,H,VS2,60.7,58.0,4.43,4.46,2.7,505.0
0.3,Ideal,D,VS2,62.2,54.0,4.28,4.31,2.67,710.0
0.3,Very Good,E,VVS1,62.6,56.0,4.26,4.27,2.67,862.0
2.13,Very Good,G,SI2,61.5,57.0,8.27,8.34,5.11,15454.0
1.08,Very Good,G,VS2,62.3,58.0,6.5,6.54,4.06,6415.0
0.91,Ideal,F,SI2,60.3,57.0,6.26,6.34,3.8,3763.0
1.08,Premium,D,SI2,62.1,58.0,6.62,6.59,4.1,5138.0
1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5759.0
1.01,Good,F,SI2,56.9,60.0,6.68,6.64,3.79,4077.0
0.54,Premium,F,SI1,60.4,58.0,5.29,5.2,3.17,1555.0
0.34,Ideal,D,VS2,62.9,55.0,4.47,4.43,2.8,1033.0
0.71,Ideal,E,VS2,61.6,56.0,5.74,5.76,3.54,2891.0
2.0,Premium,I,VS2,58.5,61.0,8.28,8.19,4.82,14763.0
0.51,Ideal,G,VVS1,61.0,57.0,5.17,5.19,3.16,1933.0
0.71,Fair,D,SI1,65.1,59.0,5.59,5.56,3.63,2352.0
0.42,Very Good,F,SI1,63.3,56.0,4.79,4.75,3.02,926.0
1.8,Ideal,H,VS1,62.3,56.0,7.79,7.76,4.84,15105.0
0.9,Very Good,H,SI1,63.2,61.0,6.12,6.03,3.84,3242.0
1.24,Ideal,H,VS1,63.0,55.0,6.84,6.81,4.3,5055.0
0.26,Ideal,G,SI1,62.0,55.0,4.08,4.11,2.54,394.0
0.37,Very Good,G,VS1,58.3,62.0,4.72,4.75,2.76,696.0
1.03,Ideal,E,SI1,61.3,57.0,6.48,6.51,3.98,5476.0
0.3,Very Good,G,IF,62.9,58.0,4.21,4.25,2.66,895.0
1.06,Premium,F,I1,60.3,58.0,6.59,6.56,3.96,3158.0
0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,607.0
1.04,Ideal,H,VS1,62.7,57.0,6.42,6.46,4.04,5577.0
1.56,Premium,I,VS2,60.8,59.0,7.56,7.51,4.58,7326.0
0.27,Ideal,G,SI2,62.3,55.0,4.14,4.18,2.59,361.0
1.0,Premium,D,SI1,61.4,58.0,6.37,6.43,3.93,5775.0
0.31,Ideal,F,VS2,61.8,56.0,4.33,4.37,2.69,625.0
0.51,Ideal,I,VS2,,58.0,5.15,5.2,3.13,1268.0
1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,5661.0
0.71,Ideal,H,VVS2,61.5,54.0,5.74,5.8,3.55,2594.0
1.24,Premium,F,SI2,62.7,59.0,6.83,6.77,4.26,4907.0
0.31,Good,I,VS1,,56.0,4.27,4.32,2.74,489.0
1.08,Ideal,H,VVS2,62.4,55.0,6.53,6.57,4.09,6856.0
0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,1333.0
0.83,Very Good,I,VVS1,61.8,56.0,6.0,6.03,3.72,3774.0
1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,5775.0
0.52,Ideal,D,VS2,62.1,57.0,5.13,5.17,3.2,1774.0
1.0,Premium,G,SI2,61.4,61.0,6.35,6.32,3.89,3713.0
1.21,Premium,J,SI2,60.8,58.0,6.93,6.88,4.19,3984.0
0.35,Good,D,SI1,63.3,57.0,4.51,4.53,2.86,644.0
0.54,Good,D,SI1,57.9,60.0,5.36,5.39,3.11,1767.0
1.6,Very Good,H,SI2,61.1,57.0,7.55,7.5,4.6,10340.0
0.92,Premium,G,SI2,62.4,57.0,6.22,6.18,3.87,3555.0
1.21,Very Good,H,VS1,60.4,59.0,6.88,6.97,4.18,7196.0
1.0,Good,H,SI2,63.2,60.0,6.27,6.3,3.97,3740.0
1.11,Ideal,I,SI1,62.2,56.0,6.62,6.65,4.13,4890.0
1.0,Good,J,SI1,63.8,59.0,6.34,6.27,4.02,3780.0
0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1311.0
0.51,Very Good,F,VS2,,58.0,5.1,5.17,3.13,1569.0
1.21,Premium,J,SI2,60.9,60.0,6.82,6.78,4.14,4440.0
0.58,Ideal,H,SI1,61.6,57.0,5.34,5.38,3.3,1184.0
0.5,Fair,D,SI1,64.6,58.0,5.0,4.97,3.22,1323.0
1.53,Very Good,E,SI2,63.1,59.0,7.38,7.21,4.61,8654.0
0.76,Premium,H,VVS2,59.6,57.0,5.91,5.86,3.51,2792.0
0.5,Very Good,I,VVS1,62.8,61.0,4.98,5.05,3.15,1448.0
0.4,Very Good,E,SI1,61.3,61.0,4.73,4.76,2.91,737.0
1.08,Very Good,H,VVS1,63.1,57.0,6.57,6.52,4.13,6623.0
0.34,Ideal,E,VS2,62.4,55.0,4.53,4.48,2.81,956.0
0.33,Ideal,D,SI1,62.8,55.0,4.45,4.41,2.78,780.0
0.31,Premium,D,SI2,60.1,58.0,4.4,4.38,2.64,593.0
0.41,Ideal,G,VS1,61.1,55.0,4.79,4.83,2.94,1121.0
1.52,Premium,H,SI1,61.2,58.0,7.53,7.43,4.57,8566.0
1.51,Ideal,G,SI1,62.9,57.0,7.3,7.27,4.58,11255.0
0.54,Very Good,F,VVS2,60.2,59.0,5.27,5.3,3.18,2198.0
0.52,Very Good,G,SI2,63.3,58.0,5.11,5.06,3.22,1073.0
0.71,Premium,I,SI2,60.3,58.0,5.78,5.72,3.47,1917.0
0.31,Ideal,F,VVS1,61.6,56.0,4.34,4.36,2.68,903.0
1.01,Very Good,F,SI1,63.5,58.0,6.29,6.24,3.98,4632.0
1.44,Fair,H,VS1,58.1,69.0,7.49,7.34,4.32,7338.0
0.4,Good,F,VS2,63.4,54.4,4.68,4.73,2.99,826.0
0.4,Good,G,VVS2,61.4,64.0,4.65,4.7,2.87,974.0
0.3,Ideal,F,IF,60.0,59.0,4.37,4.39,2.63,873.0
0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,2130.0
0.31,Ideal,G,VVS1,60.2,58.0,4.37,4.4,2.64,789.0
2.01,Ideal,F,SI2,60.0,56.0,8.17,8.22,4.92,17220.0
0.48,Good,G,VS1,58.2,59.2,5.09,5.14,2.98,1228.0
1.07,Very Good,H,VS2,61.3,58.0,6.59,6.62,4.05,5820.0
0.9,Fair,I,VVS1,63.5,57.0,5.98,6.09,3.83,4194.0
0.57,Ideal,G,VS2,61.8,57.0,5.3,5.32,3.28,1608.0
0.7,Ideal,E,VS2,61.0,56.0,5.74,5.78,3.52,3504.0
0.31,Ideal,G,VVS1,62.6,53.0,4.37,4.38,2.74,789.0
0.43,Ideal,E,VVS2,60.8,57.0,4.87,4.9,2.97,1062.0
0.31,Ideal,G,IF,60.2,59.0,4.37,4.4,2.64,891.0
1.01,Good,F,VS2,63.1,60.0,6.29,6.39,4.0,6159.0
0.31,Premium,H,IF,61.0,58.0,4.34,4.38,2.66,816.0
0.51,Good,F,SI1,64.0,57.0,5.06,5.01,3.22,1274.0
2.03,Ideal,H,SI1,60.8,57.0,8.24,8.18,4.99,18026.0
1.02,Ideal,F,VS1,62.0,57.0,6.49,6.44,4.01,8637.0
2.33,Very Good,J,VS2,61.8,59.0,8.41,8.56,5.24,14801.0
0.54,Premium,F,VS2,62.0,59.0,5.22,5.16,3.22,1989.0
0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,2682.0
1.03,Ideal,F,SI2,62.6,57.0,6.44,6.4,4.02,3461.0
0.9,Very Good,J,SI1,63.2,60.0,6.12,6.09,3.86,2753.0
0.71,Good,G,SI2,63.8,56.0,5.65,5.6,3.59,1960.0
0.7,Good,E,VS1,59.4,61.0,5.79,5.83,3.45,3063.0
0.3,Ideal,D,VVS2,62.9,56.0,4.29,4.27,2.69,965.0
0.7,Good,E,SI1,63.8,57.0,5.59,5.63,3.58,2569.0
0.41,Premium,G,VS2,61.5,58.0,4.82,4.8,2.96,1061.0
1.09,Good,H,VVS2,58.8,61.0,6.72,6.78,3.97,6651.0
0.45,Very Good,E,VS2,61.8,58.0,4.9,4.94,3.04,1129.0
0.91,Premium,H,VS2,62.5,59.0,6.19,6.09,3.84,4018.0
0.78,Ideal,E,SI1,62.7,56.0,5.88,5.83,3.67,2664.0
0.41,Ideal,D,SI1,61.8,58.0,4.73,4.79,2.94,1399.0
0.3,Very Good,I,IF,63.3,56.0,4.26,4.21,2.68,810.0
1.06,Ideal,G,VS2,61.9,55.0,6.54,6.57,4.06,6728.0
0.64,Good,F,I1,57.3,64.0,5.75,5.69,3.28,1140.0
0.31,Ideal,H,VS1,62.0,54.0,4.39,4.35,2.71,698.0
2.01,Premium,J,SI1,62.3,59.0,8.03,7.97,4.98,12048.0
0.34,Very Good,I,VVS2,61.3,57.0,4.49,4.52,2.76,596.0
0.37,Ideal,E,SI1,61.9,56.0,4.57,4.6,2.84,649.0
1.02,Premium,D,SI1,62.3,59.0,6.38,6.42,3.99,5890.0
1.22,Very Good,F,VS2,62.3,57.0,6.8,6.84,4.25,8575.0
0.31,Ideal,G,VVS1,61.7,54.0,4.36,4.39,2.7,789.0
0.72,Very Good,H,VS2,62.9,58.0,5.7,5.75,3.6,2396.0
0.52,Good,E,SI1,63.7,54.0,5.12,5.15,3.27,1388.0
0.42,Ideal,F,VVS2,61.1,57.0,4.84,4.82,2.95,1221.0
1.53,Ideal,I,VS2,62.3,57.0,7.3,7.35,4.56,9189.0
1.55,Premium,H,VS2,60.4,60.0,7.39,7.44,4.48,11048.0
1.39,Ideal,E,VS2,60.8,57.0,7.24,7.21,4.39,11726.0
0.51,Ideal,D,SI1,61.8,55.0,5.14,5.18,3.19,1569.0
0.64,Good,F,VS1,57.7,61.0,5.68,5.75,3.29,2222.0
0.82,Premium,F,SI1,61.1,60.0,6.02,5.96,3.66,3080.0
0.47,Ideal,I,VS2,62.1,53.0,4.99,5.02,3.11,884.0
1.06,Very Good,G,VS1,63.4,57.0,6.48,6.45,4.1,6595.0
2.42,Ideal,H,SI2,62.3,57.0,8.62,8.55,5.35,16826.0
0.7,Very Good,G,VVS2,63.6,57.0,5.59,5.63,3.57,2681.0
0.32,Ideal,F,VS2,61.9,55.0,4.45,4.41,2.74,773.0
1.03,Very Good,G,SI2,63.9,59.0,6.33,6.39,4.07,4769.0
0.35,Good,F,VS2,57.9,60.0,4.65,4.68,2.7,596.0
0.7,Good,H,VS2,63.9,59.0,5.64,5.6,3.59,2351.0
0.42,Very Good,E,VVS2,59.4,60.0,4.88,4.91,2.91,1262.0
0.42,Ideal,E,SI2,62.4,55.0,4.77,4.81,2.99,700.0
0.52,Premium,D,VS2,62.4,58.0,5.09,5.13,3.19,1749.0
1.01,Premium,J,SI2,61.8,60.0,6.41,6.37,3.95,3563.0
0.9,Good,D,SI1,61.9,62.0,6.15,6.17,3.81,4419.0
0.3,Premium,H,VS2,62.7,59.0,4.26,4.22,2.66,608.0
0.41,Very Good,F,VS2,63.2,57.0,4.76,4.74,3.0,1107.0
0.38,Ideal,H,VS2,62.8,56.0,4.62,4.59,2.89,898.0
0.38,Ideal,D,VS1,62.5,56.0,4.64,4.67,2.91,1067.0
0.3,Ideal,I,VVS1,62.1,56.0,4.33,4.3,2.68,709.0
0.38,Ideal,E,VVS2,61.9,57.0,4.63,4.65,2.87,1100.0
0.32,Premium,H,VS2,61.9,58.0,4.39,4.37,2.71,648.0
2.28,Good,J,SI1,63.7,55.0,8.28,8.35,5.3,14220.0
0.54,Ideal,G,VVS2,62.0,56.0,5.23,5.27,3.25,1920.0
0.6,Good,I,VS1,60.1,62.0,5.42,5.49,3.28,1378.0
0.41,Ideal,D,VS1,61.1,56.0,4.8,4.83,2.94,1427.0
0.7,Ideal,H,VS1,61.0,56.0,5.75,5.79,3.51,3185.0
1.01,Premium,H,VS1,61.2,61.0,6.44,6.41,3.93,5294.0
0.43,Very Good,F,VVS1,61.5,56.0,4.86,4.9,3.0,1358.0
0.57,Ideal,G,VVS1,60.9,56.0,5.37,5.41,3.28,2612.0
0.7,Ideal,H,SI1,61.4,57.0,5.64,5.76,3.5,2240.0
0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2409.0
0.41,Ideal,F,VS1,62.0,55.0,4.77,4.81,2.97,1007.0
0.31,Ideal,D,VS2,62.3,55.0,4.37,4.33,2.71,942.0
0.71,Premium,F,SI2,62.3,60.0,5.7,5.67,3.54,2169.0
1.09,Ideal,G,VS2,62.2,55.0,6.61,6.65,4.13,7961.0
1.09,Premium,F,SI1,60.9,59.0,6.64,6.59,4.03,5384.0
2.01,Premium,J,SI2,60.8,57.2,8.13,8.15,4.95,13133.0
0.7,Ideal,E,VS2,60.8,56.0,5.74,5.78,3.5,3504.0
0.96,Premium,D,SI2,60.0,61.0,6.36,6.32,3.81,4274.0
0.23,Very Good,E,VVS1,62.4,54.0,3.95,3.98,2.47,583.0
0.4,Ideal,H,VS1,61.1,57.0,4.74,4.78,2.91,815.0
1.11,Ideal,H,SI1,61.6,56.0,6.69,6.65,4.11,5456.0
1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,4969.0
0.4,Very Good,F,VS2,63.6,56.0,4.66,4.68,2.97,867.0
0.32,Fair,F,SI1,64.4,54.0,4.36,4.33,2.8,638.0
0.42,Ideal,I,SI1,,55.0,4.81,4.83,2.98,833.0
2.74,Very Good,J,SI2,61.5,62.0,8.87,8.9,5.46,17164.0
0.33,Ideal,F,VS1,62.1,55.0,4.43,4.46,2.76,738.0
1.12,Premium,H,SI2,62.4,58.0,6.63,6.58,4.12,4250.0
1.01,Premium,D,VS2,62.2,61.0,6.43,6.37,3.98,7032.0
0.56,Fair,E,SI1,64.5,61.0,5.22,5.09,3.33,1358.0
1.0,Very Good,E,VS2,63.5,56.0,6.37,6.32,4.03,5633.0
0.31,Ideal,H,VVS1,60.8,55.0,4.42,4.39,2.68,942.0
0.32,Ideal,G,VS2,61.8,57.0,4.38,4.42,2.72,561.0
0.54,Very Good,G,SI1,62.8,59.0,5.14,5.18,3.24,1392.0
0.5,Very Good,E,VS2,60.0,63.0,5.12,5.08,3.06,1629.0
1.5,Premium,H,VS2,61.6,55.0,7.43,7.37,4.56,10750.0
0.31,Ideal,G,IF,61.7,55.0,4.37,4.39,2.7,871.0
2.04,Premium,H,SI2,62.7,56.0,8.12,8.06,5.07,15760.0
0.65,Premium,E,SI1,58.5,58.0,5.68,5.64,3.31,1708.0
1.01,Premium,E,SI1,59.6,59.0,6.53,6.46,3.87,4853.0
0.7,Fair,F,I1,66.5,62.0,5.54,5.49,3.67,992.0
1.23,Ideal,I,SI2,61.8,55.0,6.87,6.91,4.26,5820.0
0.37,Very Good,E,VVS2,61.2,55.0,4.63,4.68,2.85,779.0
0.9,Premium,J,VVS1,62.0,58.0,6.19,6.11,3.81,3617.0
1.2,Premium,H,VVS2,60.0,60.0,6.86,6.78,4.09,5174.0
0.79,Ideal,E,VS2,62.2,55.0,5.97,5.9,3.69,3861.0
0.5,Ideal,H,VS2,61.2,56.0,5.18,5.14,3.16,1332.0
1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,7727.0
0.61,,E,SI1,62.1,55.0,5.43,5.46,3.38,1829.0
0.9,Ideal,H,VS1,60.9,57.0,6.2,6.24,3.79,4201.0
0.51,Ideal,F,SI1,61.1,55.0,5.22,5.16,3.17,1593.0
1.13,Ideal,H,SI2,62.5,57.0,6.67,6.71,4.18,4584.0
0.9,Ideal,I,SI1,61.6,55.0,6.2,6.22,3.82,3908.0
0.43,Premium,F,VS2,61.3,59.0,4.84,4.81,2.96,968.0
0.32,Ideal,G,VVS1,61.8,54.0,4.4,4.43,2.73,814.0
0.24,Ideal,F,IF,61.6,57.0,3.97,4.0,2.45,678.0
0.41,Ideal,E,VVS1,61.4,57.0,4.77,4.8,2.94,1221.0
0.37,Ideal,F,SI1,61.3,55.0,4.61,4.65,2.84,583.0
0.55,Very Good,E,VS2,62.3,61.0,5.16,5.21,3.23,1669.0
1.0,Premium,G,VS2,62.1,57.0,6.43,6.39,3.98,5806.0
0.38,Premium,D,VVS2,61.9,56.0,4.65,4.63,2.87,1257.0
1.01,Ideal,G,VVS2,60.6,57.0,6.54,6.5,3.95,7167.0
0.7,Ideal,E,VS2,62.6,56.0,5.65,5.69,3.55,3068.0
0.45,Ideal,G,VVS1,61.5,57.0,4.95,4.91,3.03,1358.0
0.71,Very Good,I,VS2,63.4,56.0,5.65,5.61,3.57,1840.0
1.97,Premium,H,VS2,62.9,59.0,8.01,7.9,5.0,17535.0
0.23,Ideal,E,VS1,61.9,55.0,3.94,3.98,2.45,586.0
0.32,Ideal,E,VS1,61.7,56.0,4.42,4.39,2.72,972.0
0.51,Ideal,D,VS2,61.4,57.0,5.13,5.16,3.16,1716.0
0.59,Ideal,E,SI1,62.4,55.0,5.39,5.34,3.35,1789.0
0.33,Ideal,I,SI1,61.5,57.0,4.46,4.49,2.75,445.0
0.54,Premium,E,SI1,61.4,60.0,5.21,5.25,3.21,1422.0
1.04,Premium,H,VS2,58.7,62.0,6.67,6.65,3.91,4477.0
0.73,Very Good,G,VS1,60.7,57.0,5.76,5.83,3.52,2939.0
0.7,Good,H,VS2,59.7,57.0,5.75,5.8,3.45,2347.0
0.42,Ideal,G,SI2,62.3,55.0,4.8,4.83,3.0,686.0
2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,13453.0
1.0,Good,F,SI2,,61.0,6.64,6.59,3.79,4155.0
0.9,Very Good,D,SI1,62.8,59.0,6.12,6.18,3.86,4466.0
0.33,Ideal,D,VS2,62.5,56.0,4.46,4.43,2.78,1002.0
2.12,Premium,H,SI2,59.1,59.0,8.47,8.43,4.99,16992.0
0.71,Very Good,H,VS2,59.2,63.0,5.81,5.85,3.45,2428.0
1.12,Good,I,VS2,63.8,55.0,6.57,6.63,4.21,4766.0
0.25,Ideal,E,VVS1,61.2,57.0,4.08,4.12,2.51,576.0
0.36,Ideal,H,IF,61.6,56.0,4.56,4.59,2.82,912.0
0.7,Premium,G,SI1,61.8,59.0,5.68,5.59,3.48,2184.0
1.12,Ideal,G,VS1,61.0,56.0,6.72,6.76,4.11,7495.0
0.52,Very Good,G,VS2,62.6,58.0,5.08,5.11,3.19,1423.0
1.23,Premium,G,VS1,61.3,58.0,6.87,6.89,4.22,8759.0
1.23,Ideal,G,VS1,61.2,56.0,6.92,6.98,,9119.0
0.38,Ideal,F,VS1,60.9,55.0,4.69,4.73,2.87,891.0
0.24,Ideal,F,VVS2,61.7,55.0,3.99,4.02,2.47,678.0
0.54,Premium,E,VS2,59.2,58.0,5.35,5.32,3.16,1847.0
0.5,Very Good,F,VS2,62.6,54.0,5.1,5.13,3.2,1404.0
